EarlyAccess;ReviewText;Review;ReviewLength;PlayHours;DatePosted
;Pro:+Free to play+Yumiko+Salty kidsCon:-Free to play-Some say Crossover-Skins are pay to win, not me tbh-FGC Community;Recommended;103;162.9;
;quit when you can;Not Recommended;14;1174.3;
;cool;Recommended;4;7.5;
;very sweaty competitive game diffrent from smash because of the combos;Recommended;60;225.9;
;:3;Recommended;2;13.6;
;they have some god s*it in this game;Recommended;29;1468.9;
;good game;Recommended;8;561.0;
;Fire;Recommended;4;14.9;
;this game sucks;Recommended;13;15.0;
;raging and takes alot of skill, but its really cool.;Recommended;43;895.8;
;tezca mains should rot;Recommended;19;150.4;
;WELCOM TO BRAWLHALLA;Recommended;18;7.2;
;good;Recommended;4;13.2;
;kinda ok game;Recommended;11;1083.5;
;THIS GAME DOES NOT KNOW THE DEFINITION OF SKILL BASED MATCHMAKING!!!!! WHY AM I FIGHTING DISCORD MODS WHO SIT ON THE GAME FOR HOURS ON END IN MY FIRST GAME!! ARE YOU ALL SMURFINFG!????;Not Recommended;151;27.9;
;.;Recommended;1;8.6;
;this game takes a little bit of your sanity every time you play would recommend;Recommended;65;56.6;
;im back ♥♥♥♥♥♥;Not Recommended;12;1310.9;
;i think i would rather let my dad relapse then play a second more of this ♥♥♥♥♥♥ ass super smash knock off. Every time i open this game its like i sell my soul to a ♥♥♥♥♥♥♥ lobotomized devil that has a fetish for ♥♥♥♥♥♥ games dont ever play this ♥♥♥♥ its actually awful. I would rather hear the seven trumpets play then the start up music for this game.;Not Recommended;284;0.2;
;more like naw-halla amirite gang LOL???;Not Recommended;34;5.7;
;Put three cracks in my desk. Highly recommend;Recommended;38;58.5;
;Legitimately the worst video game ive ever played, im addicted tho. Dont install.;Not Recommended;69;117.5;
;This game's engine is trash, way too much input lag it's 2024 and they are still running this game on Adobe AIR.;Not Recommended;91;217.7;
;its like smash bros but like shoving a big black man in your face while he rapes your face;Not Recommended;72;245.8;
;♥♥♥♥ ass;Not Recommended;7;194.4;
;ytes;Recommended;4;10.7;
;Because i said so;Recommended;14;23.8;
;i started playing it when i was at 6th grade i've been playing it for 7 years. Do yourself a favor and do NOT install it under ANY circumstances please just hear my warning and don't do this i'm begging you.;Not Recommended;167;834.9;
;do NOT play online if you want to stay happy. actually just dont play this ♥♥♥♥ at all. i swear this ♥♥♥♥ spawned from the deepest part of hell and they just decided to make it playable. people spam taunts and other ♥♥♥♥♥♥♥♥ when i fall off the map and theres NO CHAT so i cant spam slurs at them OR talk my ♥♥♥♥ when i win either. ♥♥♥♥ rewards for bp's (or whatever they call them) and dont forget the braindead teammates that come with every online game. go play rivals instead of this ♥♥♥♥ packed dumpster fire because atleast you dont have to pay for the hot anime girls in that game.would play again tho;Recommended;492;8.1;
;fun game to play with friends, don't be a spammer;Recommended;40;419.4;
;This game makes me want to do unimagineable things to myself i deeply hate this game i get forced to play it and every second i play this game it drives me into deeper and deeper depression;Not Recommended;153;19.6;
;very good besides axe;Recommended;18;59.7;
;Great game;Recommended;9;26.8;
;destroy igumi;Not Recommended;12;286.8;
;Great game to kill time.;Recommended;20;34.9;
;frustrating af just like super smash bros but more competitive;Recommended;53;22.9;
;мутузить друг друга? самое то!;Recommended;26;14.7;
;when you wanna quit because all the game does is make you rage but you remember you spent $20 trying to get fenrir mordex;Not Recommended;98;573.5;
;i very much liked can cause anger issues but great;Recommended;41;321.1;
;I would suggest this game for playing with group of friends, it's very enjoyable while playing with friends.;Recommended;91;10.9;
;terrible game ♥♥♥ this game :steamhappy:;Not Recommended;35;14.6;
;This community is so nice and helpful,I got a lot of tips on how to uninstall the game and kill myself.;Recommended;83;31.3;
;🦔;Recommended;1;451.3;
;fun;Recommended;3;39.5;
;dont play this god forsaken game. you will get hooked and ultimately kill yourself after near 3 stocking someone to losing that same match from a heightened ego,;Not Recommended;134;214.2;
;good;Recommended;4;39.1;
;qwe;Not Recommended;3;16.5;
;1 - The force changes and powercreep killed this game for me everyone dies in yellow to what should be mildly damaging combos and signatures. The pacing of the game changed in a way that do not enjoy not to mention the aforementioned powercreep with new legends like Imugi, on release thea, tezca, loki. Not to mention stuns from groundpounds have been bugged for literally 6 years.2 - While unique and fun BMG is a ubisoft studio which in turn supports ubisoft. Unless you wan't more souless games to be common do not support them.;Not Recommended;438;50.5;
;The online gaming community has become a platform for players to express their opinions, both positive and negative, about various games. One game that has garnered significant attention is Brawlhalla, a free-to-play fighting game developed by Blue Mammoth Games. Despite its popularity, it is essential to critically evaluate the aspects of Brawlhalla that may warrant a negative review. By exploring elements such as gameplay mechanics, matchmaking systems, and community engagement, one can construct a reasoned critique of this title.Firstly, while Brawlhalla offers an array of characters and vibrant graphics, the gameplay mechanics can be frustratingly imbalanced at times. Certain characters exhibit superior abilities that overshadow others, leading to a lack of diversity in competitive play. This imbalance discourages players from experimenting with different characters and strategies. Consequently, the experience becomes monotonous as players gravitate towards overpowered characters to secure victories rather than enjoying the diverse roster available.Moreover, the matchmaking system in Brawlhalla often fails to provide an equitable playing field for users of varying skill levels. Newcomers frequently find themselves pitted against seasoned veterans with extensive experience and mastery of game mechanics. This discrepancy not only diminishes the enjoyment for less experienced players but also fosters a toxic environment where frustration prevails over fun. Such issues within matchmaking ultimately undermine the potential for player retention and satisfaction.Lastly, while community engagement is crucial for any online game’s longevity, Brawlhalla's interactions often fall short. Players have reported inadequate responses from developers regarding bug fixes or balance changes despite numerous requests from the community. This perceived negligence can lead to disillusionment among fans who feel their concerns are not being addressed effectively.In conclusion, although Brawlhalla possesses attractive features that appeal to many gamers worldwide, these shortcomings merit serious consideration when formulating an honest review of the game. Addressing imbalances in character abilities and improving matchmaking integrity should be priorities for developers if they wish to enhance player satisfaction and maintain a thriving gaming community. - the good ai :3;Not Recommended;2069;1057.5;
;The matchmaking is big no in this gamemy elo is 1700 my opponent is 1900;Not Recommended;58;314.6;
;My favorite thing about platform fighters are fighting mid air. This game has air attacks that drastically move you up and down, quick air dodges, and THREE jumps. So I like it.;Recommended;146;25.1;
;i'm surprised at how I haven't broken any keyboards over this game;Recommended;55;458.9;
;Best Game Ever!! I Love The Weapons And Skins. My Favorite Player Is Void Zenith Artemis!!! Play BrawlHalla Now!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;Recommended;145;46.4;
;its literally just a few melee combos nothing special play multiversus instead its better;Not Recommended;76;0.6;
;gioco merdoso, gioca solo se ti diverti a essere crocifisso;Not Recommended;50;26.4;
;FIX YOUR ♥♥♥♥♥♥♥ HITBOXES YOU STUPID ♥♥♥♥♥ PLEASEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE;Not Recommended;100;205.0;
;funfunfunfunfunfunfunfunfunfunfunfunfun;Recommended;39;14.7;
;it likebel like my nuts;Recommended;19;5.0;
;man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you hit man, man hit you KILL MAN, play again;Recommended;394;70.2;
;;Recommended;0;6.7;
;Bad devs bad weapons bad gameplay. axe has most range. just spam to rank 1;Not Recommended;60;312.0;
;Imugi...;Not Recommended;8;117.1;
;nu;Not Recommended;2;998.9;
;ㅋㅋㅈ밥들 댐비지 마라 형이 ㅈ패준다 ㅋㅋ;Recommended;18;102.3;
;rtdt;Recommended;4;142.0;
;this games ♥♥♥♥♥♥♥♥♥;Not Recommended;18;40.1;
;D-light Gp is good combo :);Recommended;22;5.5;
;Fun little fighting game I used play on my craptop back in the day, very fun super smash bros inspired game. Great party game with friends many laughs but can also get deep into the nuances of the game learning combos, movement etc. good variety with weapons and characters to keep you busy. Current state of the game I'm not sure a lot of sponsors these days but at it's core it's a solid game;Recommended;320;456.9;
;Terrible game you play against spammers in gold elo then you get better at the game to beat the gold elo spammers just to meet more passive sig spammers in the high elos who just abuse op characters and their broken sigs not worth playing this game my main profile has 1k hours and i regret every single second of having touched this game;Not Recommended;275;41.9;
;get this game if you like to spend thousands on gaming equipment.;Not Recommended;54;194.5;
;nice;Recommended;4;235.5;
;POO POO GAME;Not Recommended;10;1237.8;
;a;Recommended;1;20.4;
;cscsc;Recommended;5;1395.2;
;fatherless game;Recommended;14;74.3;
;Wanna break ur pc but ur not mad enough???here is brawlhalla, get SH*TON by spammers and then get emoted on, i promise ur set-up will get scared of u;Recommended;121;439.5;
;this game makes me wanna rip my face and my balls off with my bare hands. i don't even know if i should leave a positive or a negative review: the game's good but it's just too frustrating. let me tell you something: before playing this game i used to have a loving family, my group of friends and we got all along. then, we played brawlhalla. worst mistake of my life: my family hates me, i have no friends anymore, my cat tries to scratch my eyes whenever he can! play at your own risk.the funny green site is kinda good, it's a meh.10/10;Recommended;436;138.3;
;Toxic community, and the playstyle of the game promotes mindless spamming without ever taking into consideration your opponent. you can use the same combos on every player in every game and if you can spam the same combo keys over and over faster than ur opponent you win. theres no counter play.;Not Recommended;245;963.5;
;I will leave the cat here, so that everybody who passes by can pet it and give it a thumbs up and awards. Meow ~／＞　　フ| 　_　 _ l／` ミ＿xノ/　　　 　 |/　 ヽ　　 ﾉ│　　|　|　|／￣|　　 |　|　|| (￣ヽ＿_ヽ_)__)＼二つ;Recommended;150;36.1;
;its very good as a free game its very good to play with your friends i recommend thes game;Recommended;72;35.9;
;bery goog;Recommended;8;67.7;
;write a review for brawlhalla;Recommended;25;192.3;
;smash bros but with people that nobody knows 10 / 10;Recommended;42;1.0;
;do you like pain and suffering, play this free game where you actually pay the price of your sanity and mental health where every 5 matches there is one sig spammer at least;Recommended;141;263.3;
;Oh you love it and you hate it at the same time.....;Recommended;41;1028.1;
;The skill gap in this game is way too big for someone that has a tiny, even a sliver of a life. If you want to play this game, be ready to sink 100s of hours into maybe being good.;Not Recommended;141;146.5;
;THIS GAME IS ♥♥♥♥♥♥♥ CANCER DONT PLAY THIS ♥♥♥♥♥♥ ASS GAME;Not Recommended;48;51.5;
;good game nice for quick sessions and time pass;Recommended;39;43.8;
;This game just isn't fun and you have to pay to get more than like 8 characters, just play smash bros;Not Recommended;81;2.1;
;Super cool Platform Fighter! The brand collabs are really fun and though no game can be Smash Bros. This game is still good fun.;Recommended;105;2.2;
;:);Recommended;2;220.6;
;its good and so funny when playing with freinds and i recommend it;Recommended;54;31.1;
;Pretty goated;Recommended;12;500.5;
;♥♥♥♥♥♥♥ game doesn't care about balancing legends but constantly update their store.;Not Recommended;73;107.6;
;Makes me want to commit war crimes, highly recommend.;Recommended;45;5.2;
;just waken up in the morning gotta thank god;Recommended;36;157.1;
;cringe game;Not Recommended;10;7.4;
;Fine game, addicting game, but dang do they not update it. One skin every couple months and discount expensive ones for content, and rerun old battle passes. They release a new hero immediately available in comp, without testing them before hand, and then don't release a balance patch for weeks on end when one is very much needed.Good game but I wish they would update it more. Really draining to play during all the content droughts (which is most of the time). Don't really know whether to recommend or not.;Not Recommended;422;595.4;
;iha saatanan kulli peli mentii jessenkaa joku 10 häviöputki ja rikottii fightclubin ekaa ja tokaa sääntöö (älä vittu edgeguardaa sitä spearii);Not Recommended;122;46.8;
;Pretty good game play some ranked 1's;Recommended;31;1517.8;
;sadad;Recommended;5;69.2;
;Pretty easy game;Recommended;14;358.4;
;This game is like cocaine, its not good for you, but you just keep coming back to it. It is free, but does not include the cost of therapy. Highly recommend if you want a new monitor because you will just punch your screen;Recommended;179;450.0;
;Everything that ubisoft touches gets worse and worse;Not Recommended;45;316.2;
;it was fun and stressful at same time;Recommended;30;71.6;
;Game kontol;Not Recommended;10;183.2;
;yes;Recommended;3;8.8;
;make your man play this game if you want to see if he has anger issues or if he would beat youmy wife is dead because i played this game;Not Recommended;107;47.3;
;CHEATER;Not Recommended;7;116.0;
;This game is fire. No complaints;Recommended;27;29.9;
;Nice simple game;Recommended;14;32.8;
;game was fun untill scythe;Not Recommended;22;520.5;
;fun and easy to learn, hard to master;Recommended;30;8.3;
;peepee;Recommended;6;6.5;
;o;Recommended;1;185.5;
;i wanna die.;Recommended;10;1072.2;
;the lag is too much and the player base is very toxic and beginners would quit right away even i quit for almost 6 months because of this;Not Recommended;110;1377.7;
;great;Recommended;5;96.4;
;awsome;Recommended;6;176.2;
;iNSANE;Recommended;6;75.0;
;qko tepane;Recommended;9;159.4;
;One thing i would like to be worked on is the fact matchmaking is a gamble because i either get beginners who are too easy or people that i can't get a hit in;Recommended;125;17.6;
;Some very unbalanced legends (Tezca) but either than that its ok;Recommended;54;164.2;
;It has the feel of Rivals of Aether and Super Smash Bros, decent title in the fighting saga.7.5/10;Recommended;81;0.1;
;el primo is cancer;Recommended;15;16.8;
;dont download this game;Not Recommended;20;691.2;
;silly 2d fight game;Recommended;16;110.8;
;gud;Recommended;3;715.3;
;I HATE BRAWLHALLA I HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLAI HATE BRAWLHALLA;Not Recommended;525;8.0;
;cannon;Not Recommended;6;1748.1;
;TOP GAME;Recommended;7;23.7;
;i like this game;Recommended;13;49.7;
;you will like this game if you like fighting with cool charicters and spechel abiltys;Recommended;71;54.0;
;good skills to learn, all round good game;Recommended;34;36.1;
;Although the game seems free its NOT, your not paying with money, your paying with your sanity :);Recommended;80;120.3;
;Make sigs have cooldowns;Not Recommended;21;478.1;
;;Recommended;0;71.1;
;smash ultimate but for poor people like me10/10;Recommended;40;18.5;
;Brawlhalla tilts me so much and i hate it but honestly its fun when u play it with friends and not ranked, i definetly recommend this gameTake my points or any other award= 10 years of good gameplay in brawlhalla (it supports me :3);Recommended;189;8.9;
;If you Bored Play This Game!it's Great;Recommended;32;1.7;
;After I played this for 111 hours, I developed a serious mental illness and always have the craving to put a knife in my eyes.;Not Recommended;102;111.8;
;Fun Game, But there are a lot of toxic players;Recommended;37;31.7;
;♥♥♥♥ the sig spammers and the guys smurfing in low gold. its fine;Recommended;53;136.6;
;this game is like super smash bros but if you broke really good game;Recommended;55;6.8;
;they should add criminal minds character in this game i wonder what its like to play as emily prentiss;Recommended;84;9.5;
;very stupid game enjoy;Not Recommended;19;433.1;
;yes;Recommended;3;4967.4;
;im addicted;Not Recommended;10;1121.5;
;Actually the worst game ever made. People in silver have 1000+ hours and have not seen the light of day in years and have never seen a woman outside of their monitor. They should honestly just end it all. ♥♥♥♥ this game it is absolutely horrendous.;Not Recommended;203;105.7;
;thank GOD I never spent money on this game;Not Recommended;34;257.3;
;cream;Recommended;5;5.3;
;i lub it;Recommended;6;10.5;
;its a good combat game and you will learn some of it by playing and you can also do combos;Recommended;71;166.0;
;This game makes me cry way to often;Recommended;28;393.7;
;I FINALLY BEAT THE GAME!!!!!!!!!!;Recommended;29;529.3;
;better then smash bros!!!!!!;Recommended;25;176.4;
;it pretty fun. me have fun sometimes.;Recommended;31;136.7;
;its alright game isn't as toxic as it used to be what a shame;Not Recommended;48;1058.4;
